instance,resolution,debug_difficulty,node_count,exec_edge_count,hier_edge_count,step_count,longest_path,avg_out_degree,loop_count,avg_loop_length,backedge_fraction,max_loop_length,min_loop_length,edge_count,most_freq_node,most_freq_node_freq,loc_focus_ratio,loc_dominant_zone,loc_num_clusters,loc_avg_node_freq,repeated_view,max_view_depth,avg_view_depth,max_view_span,avg_view_span,scroll_behavior,num_deep_zooms_without_edit,back_and_forth_switch,zoom_out,patch_total,patch_success,flip_flop,repeat_failed_edit,abandonment,fail_to_success_patterns,fail_streak_max,fail_streak_avg,fail_streak_count,fail_type_not found,fail_type_no change,fail_type_multiple occurrences,fail_type_unknown,fail_type_invalid code
scikit-learn__scikit-learn-14087,unresolved,under1h,86,134,61,100,14,1.441860465116279,41,3.8780487804878048,0.2835820895522388,9,2,195,3:cd,35,0.44,mixed,33,1.03,True,7,2.82,14,4.86,True,1,False,False,21,14,False,True,False,"('localization',)",2,1.75,4,7,0,0,0,0
django__django-15103,resolved,under1h,44,76,8,49,10,1.5681818181818181,32,3.625,0.3157894736842105,7,2,84,3:cd,24,0.25,early,11,1.12,True,2,2.0,6,3.5,False,4,False,False,4,4,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-14238,resolved,under1h,61,99,15,67,14,1.540983606557377,55,4.6,0.32323232323232326,8,2,114,3:cd,23,0.41,middle,20,1.05,True,3,2.5,8,5.0,True,5,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-23950,unresolved,under1h,70,124,17,79,11,1.6285714285714286,49,2.8979591836734695,0.3629032258064516,7,2,141,3:cd,46,0.35,early,30,1.0,False,4,2.3,11,3.75,True,4,False,False,6,4,False,False,False,"('localization',)",2,2.0,1,1,0,0,1,0
sympy__sympy-13878,unresolved,over4h,95,130,39,100,17,1.368421052631579,36,3.638888888888889,0.2692307692307692,10,1,169,3:cd,31,0.47,mixed,35,1.0,False,5,3.7,18,7.6,True,2,False,False,29,13,False,True,False,"('localization',)",4,2.0,8,16,0,0,0,0
sphinx-doc__sphinx-9673,resolved,under1h,73,132,22,93,12,1.6027397260273972,55,3.5636363636363635,0.32575757575757575,8,2,154,3:cd,40,0.32,early,22,1.13,True,3,2.6,9,5.67,True,6,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16569,resolved,under15min,50,82,10,57,13,1.54,33,3.515151515151515,0.3170731707317073,8,2,92,3:cd,26,0.3,early,18,1.09,True,3,2.43,5,3.33,True,2,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-25102,unresolved,under4h,75,162,17,100,19,1.6133333333333333,47,2.7872340425531914,0.3888888888888889,16,2,179,3:cd,63,0.22,early,22,1.0,False,4,2.64,8,4.5,True,5,False,True,52,46,True,True,False,N/A,1,1.0,6,4,0,0,2,0
sympy__sympy-21847,resolved,under15min,70,159,26,100,11,1.6714285714285715,51,3.0392156862745097,0.39622641509433965,6,2,185,3:cd,60,0.16,early,21,1.0,False,7,4.0,3,1.86,True,2,False,False,37,27,True,True,False,"('localization',)",2,1.25,8,9,0,0,1,0
django__django-15277,resolved,under15min,52,88,12,55,8,1.6346153846153846,36,2.75,0.375,6,2,100,3:cd,33,0.4,mixed,23,1.06,True,3,2.33,8,4.33,True,3,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
pylint-dev__pylint-8898,unresolved,under4h,80,144,25,99,11,1.5875,57,3.543859649122807,0.3263888888888889,7,2,169,3:cd,46,0.3,early,28,1.02,True,4,2.77,9,5.0,True,4,False,True,8,5,False,False,False,"('localization',)",2,1.5,2,3,0,0,0,0
psf__requests-2317,unresolved,under15min,41,65,9,46,11,1.5121951219512195,25,3.52,0.3076923076923077,7,2,74,3:cd,20,0.35,early,14,1.1,True,3,2.56,5,3.67,True,4,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
matplotlib__matplotlib-23412,resolved,under1h,92,155,31,100,14,1.5978260869565217,57,2.912280701754386,0.36774193548387096,9,2,186,3:cd,56,0.38,early,35,1.03,True,6,4.35,16,4.83,True,3,False,True,21,17,True,True,True,"('localization',)",2,1.33,3,4,0,0,0,0
sympy__sympy-16792,unresolved,under1h,86,142,32,100,20,1.4651162790697674,41,3.341463414634146,0.3028169014084507,14,2,174,3:cd,43,0.34,early,28,1.0,False,5,3.35,19,6.2,True,2,False,True,23,13,True,True,False,"('localization',)",3,1.67,6,7,0,2,1,0
sympy__sympy-12481,resolved,under15min,38,67,6,43,8,1.6578947368421053,28,2.857142857142857,0.3582089552238806,5,2,73,3:cd,25,0.29,early,13,1.0,False,4,2.75,3,1.75,True,2,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-12096,resolved,under15min,55,94,15,59,9,1.6545454545454545,39,2.769230769230769,0.3829787234042553,6,2,109,3:cd,36,0.29,early,14,1.0,False,4,2.36,10,3.75,True,4,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-24066,unresolved,under1h,70,131,12,82,8,1.7142857142857142,60,3.033333333333333,0.3893129770992366,5,2,143,3:cd,50,0.2,early,18,1.04,True,4,2.71,6,2.75,True,3,False,True,2,1,False,False,False,N/A,1,1.0,1,1,0,0,0,0
django__django-13794,unresolved,under15min,57,108,11,67,9,1.719298245614035,52,3.1923076923076925,0.4074074074074074,6,2,119,3:cd,42,0.3,early,25,1.0,False,4,2.75,4,2.5,True,4,False,False,5,4,False,False,False,"('localization',)",1,1.0,1,1,0,0,0,0
django__django-16901,resolved,under1h,51,80,10,53,11,1.5686274509803921,36,3.3333333333333335,0.35,7,2,90,3:cd,28,0.41,mixed,21,1.0,False,4,2.43,7,2.75,True,5,False,False,3,2,False,False,False,"('localization', 'validation', 'general')",1,1.0,1,1,0,0,0,0
pydata__xarray-4094,resolved,under15min,58,96,24,67,11,1.5172413793103448,33,3.393939393939394,0.3229166666666667,7,2,120,3:cd,30,0.4,early,17,1.0,False,3,2.1,21,8.0,True,3,False,True,3,3,False,False,False,N/A,0,0.0,0,0,0,0,0,0
matplotlib__matplotlib-23299,unresolved,under1h,95,150,32,100,10,1.5473684210526315,55,3.0727272727272728,0.3466666666666667,6,2,182,3:cd,51,0.51,mixed,46,1.03,True,3,2.48,21,11.67,True,7,False,False,4,4,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-10908,resolved,under1h,47,72,18,48,8,1.5106382978723405,25,2.92,0.3333333333333333,6,2,90,3:cd,25,0.41,early,15,1.0,False,5,3.18,10,3.4,True,2,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16485,unresolved,under1h,56,94,16,61,9,1.625,42,3.1904761904761907,0.3723404255319149,6,2,110,3:cd,34,0.27,early,13,1.04,True,4,2.71,8,3.25,True,2,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
astropy__astropy-7336,resolved,under15min,38,71,8,46,10,1.631578947368421,27,2.962962962962963,0.352112676056338,7,2,79,3:cd,26,0.29,early,11,1.0,False,5,3.5,3,1.8,True,3,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-13033,unresolved,under1h,94,142,44,100,14,1.4574468085106382,71,6.070422535211268,0.2887323943661972,11,2,186,3:cd,34,0.59,mixed,46,1.02,True,7,3.71,15,5.29,True,9,False,False,5,2,False,False,False,"('localization', 'general', 'localization')",2,1.5,2,3,0,0,0,0
sphinx-doc__sphinx-9602,unresolved,under1h,87,144,21,100,16,1.5172413793103448,61,4.295081967213115,0.3055555555555556,9,2,165,3:cd,38,0.53,mixed,39,1.15,True,4,2.83,14,6.0,True,9,False,True,4,4,False,False,False,N/A,0,0.0,0,0,0,0,0,0
astropy__astropy-14096,resolved,under1h,41,68,8,44,7,1.6097560975609757,28,2.892857142857143,0.35294117647058826,5,2,76,3:cd,25,0.33,early,13,1.0,False,3,2.14,7,3.0,True,2,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-13109,resolved,under15min,75,129,19,87,11,1.5866666666666667,56,3.357142857142857,0.3488372093023256,7,2,148,3:cd,43,0.51,mixed,36,1.1,True,5,3.09,7,3.6,True,4,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-14580,resolved,under15min,88,152,20,100,8,1.5795454545454546,53,3.0377358490566038,0.34210526315789475,5,2,172,3:cd,51,0.27,early,27,1.02,True,4,2.57,11,4.75,True,5,False,False,4,4,False,False,False,N/A,0,0.0,0,0,0,0,0,0
pydata__xarray-3095,resolved,under1h,76,125,22,82,11,1.5657894736842106,46,3.0434782608695654,0.36,7,2,147,3:cd,44,0.37,early,24,1.0,False,4,3.0,16,5.5,True,7,False,False,4,4,True,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-14315,unresolved,under15min,60,110,15,71,10,1.65,45,3.1555555555555554,0.36363636363636365,7,2,125,3:cd,40,0.33,early,20,1.16,True,4,2.8,7,3.0,True,4,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
matplotlib__matplotlib-24627,unresolved,under1h,93,150,25,100,12,1.5161290322580645,49,2.938775510204082,0.32666666666666666,7,2,175,3:cd,50,0.45,mixed,43,1.0,False,3,1.93,22,10.33,True,4,False,False,11,10,False,False,False,"('localization',)",1,1.0,1,1,0,0,0,0
django__django-15315,unresolved,under15min,62,117,13,78,12,1.6290322580645162,42,3.0714285714285716,0.3333333333333333,9,2,130,3:cd,40,0.31,early,27,1.16,True,4,2.75,5,2.5,True,1,False,False,7,5,False,False,False,"('localization',)",1,1.0,2,2,0,0,0,0
django__django-13158,unresolved,under1h,88,147,24,100,19,1.6136363636363635,161,5.857142857142857,0.3673469387755102,12,2,171,3:cd,36,0.43,mixed,36,1.1,True,4,2.67,14,7.0,True,5,False,False,6,5,True,False,False,"('localization',)",1,1.0,1,1,0,0,0,0
scikit-learn__scikit-learn-13439,resolved,under15min,49,89,10,55,7,1.653061224489796,35,2.742857142857143,0.38202247191011235,5,2,99,3:cd,35,0.41,mixed,26,1.03,True,3,2.38,7,3.67,True,3,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-7590,unresolved,over4h,86,146,25,100,13,1.5813953488372092,65,4.046153846153846,0.3561643835616438,8,2,171,3:cd,47,0.34,early,37,1.06,True,5,3.36,8,4.0,True,3,False,True,31,13,True,True,False,"('localization',)",3,1.8,10,18,0,0,0,0
sympy__sympy-19495,resolved,under15min,72,137,13,81,8,1.7361111111111112,54,2.4444444444444446,0.40875912408759124,5,2,150,3:cd,57,0.27,early,26,1.03,True,5,3.22,7,2.6,True,3,False,True,2,1,False,False,False,N/A,1,1.0,1,1,0,0,0,0
pydata__xarray-3677,resolved,under1h,74,117,31,81,14,1.4864864864864864,39,3.358974358974359,0.3162393162393162,9,2,148,3:cd,37,0.36,early,24,1.0,False,4,2.71,12,5.75,True,4,False,False,5,4,False,False,False,N/A,1,1.0,1,1,0,0,0,0
astropy__astropy-14182,unresolved,under1h,47,74,10,49,8,1.553191489361702,29,3.0344827586206895,0.35135135135135137,5,2,84,3:cd,26,0.31,early,13,1.0,False,3,2.11,9,3.67,True,5,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15916,unresolved,under1h,82,141,19,91,11,1.670731707317073,71,3.211267605633803,0.3829787234042553,7,2,160,3:cd,51,0.56,mixed,49,1.07,True,5,2.58,10,3.8,True,4,False,True,0,0,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-15017,unresolved,under15min,47,91,11,59,9,1.6595744680851063,33,2.909090909090909,0.3626373626373626,6,2,102,3:cd,33,0.28,early,15,1.08,True,4,3.14,6,2.75,False,4,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-13346,unresolved,under1h,90,161,21,100,12,1.711111111111111,72,2.9583333333333335,0.40993788819875776,8,2,182,3:cd,62,0.39,early,50,1.02,True,5,3.18,7,3.8,True,4,False,True,13,5,False,True,False,N/A,3,1.6,5,8,0,0,0,0
django__django-16950,unresolved,under1h,93,142,33,100,10,1.4516129032258065,43,3.302325581395349,0.2887323943661972,6,2,175,3:cd,43,0.69,mixed,44,1.08,True,4,2.58,19,8.5,True,11,False,False,0,0,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-25973,resolved,under15min,62,106,18,71,9,1.5483870967741935,35,3.0,0.330188679245283,6,2,124,3:cd,36,0.39,early,24,1.05,True,4,2.33,13,4.75,True,4,False,True,5,4,False,False,False,"('localization',)",1,1.0,1,1,0,0,0,0
django__django-16256,unresolved,under1h,90,149,25,100,18,1.5333333333333334,77,4.8441558441558445,0.3221476510067114,10,2,174,3:cd,27,0.61,mixed,51,1.14,True,3,2.26,22,9.67,True,6,False,True,3,3,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-13741,resolved,under15min,87,157,19,100,11,1.6666666666666667,67,3.1791044776119404,0.3503184713375796,7,2,176,3:cd,52,0.44,mixed,47,1.06,True,4,2.62,10,5.0,True,6,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
astropy__astropy-14539,resolved,under1h,50,85,13,54,8,1.64,34,2.764705882352941,0.3764705882352941,5,2,98,3:cd,32,0.36,early,20,1.0,False,5,3.25,6,2.4,True,3,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16315,unresolved,under1h,70,126,12,82,9,1.6571428571428573,53,3.1320754716981134,0.35714285714285715,6,2,138,3:cd,45,0.46,mixed,36,1.13,True,4,2.45,9,3.75,True,7,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-20916,unresolved,under15min,88,156,17,100,11,1.6590909090909092,66,3.0,0.3782051282051282,7,2,173,3:cd,57,0.47,mixed,42,1.1,True,7,4.18,6,2.57,True,6,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
