instance,resolution,debug_difficulty,node_count,exec_edge_count,hier_edge_count,step_count,longest_path,avg_out_degree,loop_count,avg_loop_length,backedge_fraction,max_loop_length,min_loop_length,edge_count,most_freq_node,most_freq_node_freq,loc_focus_ratio,loc_dominant_zone,loc_num_clusters,loc_avg_node_freq,repeated_view,max_view_depth,avg_view_depth,max_view_span,avg_view_span,scroll_behavior,num_deep_zooms_without_edit,back_and_forth_switch,zoom_out,patch_total,patch_success,flip_flop,repeat_failed_edit,abandonment,fail_to_success_patterns,fail_streak_max,fail_streak_avg,fail_streak_count,fail_type_not found,fail_type_no change,fail_type_multiple occurrences,fail_type_unknown,fail_type_invalid code
django__django-14034,unresolved,under1h,11,16,0,13,8,1.2727272727272727,4,3.5,0.25,5,1,16,1:cd,4,0.12,early,1,1.0,False,1,1.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-13925,unresolved,under1h,26,40,5,26,7,1.4615384615384615,13,2.923076923076923,0.325,5,2,45,0:cd,14,0.24,early,4,1.0,False,2,2.0,5,3.0,False,0,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-11880,resolved,under15min,16,21,2,18,12,1.125,3,3.6666666666666665,0.14285714285714285,4,3,23,9:set_env,4,0.27,early,1,1.0,False,2,2.0,2,2.0,True,0,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-8459,unresolved,under15min,37,56,1,27,19,1.4054054054054055,47,5.723404255319149,0.21428571428571427,11,2,57,9:cd,9,0.19,mixed,8,1.0,False,2,1.5,2,1.5,False,1,False,False,11,11,True,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-14141,resolved,under15min,7,6,1,6,6,0.8571428571428571,0,0.0,0.0,0,0,7,0:cd,1,0.43,mixed,2,1.0,False,2,2.0,1,1.0,False,0,False,False,3,1,False,False,False,N/A,2,2.0,1,2,0,0,0,0
django__django-15382,unresolved,under1h,54,74,4,57,31,1.2407407407407407,22,9.090909090909092,0.17567567567567569,17,2,78,15:cd,7,0.27,early,9,1.05,True,3,1.33,8,3.67,True,1,False,True,12,3,False,False,False,"('localization',)",3,3.0,3,9,0,0,0,0
psf__requests-2931,unresolved,under1h,13,13,0,11,12,1.0,1,12.0,0.07692307692307693,12,12,13,0:cd,2,0.57,middle,1,1.0,False,1,1.0,4,4.0,False,1,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-11820,unresolved,under15min,18,22,0,17,12,1.2222222222222223,5,4.4,0.18181818181818182,11,2,22,1:cd,4,0.26,middle,4,1.0,False,1,1.0,3,3.0,True,0,False,False,7,3,True,True,True,N/A,4,4.0,1,4,0,0,0,0
django__django-11179,resolved,under15min,9,13,0,9,5,1.4444444444444444,5,2.6,0.3076923076923077,4,2,13,1:cd,4,0.29,middle,2,1.33,True,1,1.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
matplotlib__matplotlib-22719,resolved,under15min,55,78,2,63,20,1.2727272727272727,20,7.05,0.19230769230769232,14,2,80,0:cd,13,0.18,early,10,1.17,True,2,1.25,9,5.5,True,1,False,False,28,7,False,False,True,"('localization',)",13,3.5,6,21,0,0,0,0
django__django-14122,unresolved,under1h,23,31,1,12,8,1.3043478260869565,8,3.375,0.25806451612903225,5,2,32,0:cd,9,0.44,early,5,1.0,False,2,2.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-18698,unresolved,under1h,25,30,5,27,21,1.08,3,3.6666666666666665,0.1,4,3,35,18:set_env,4,0.52,early,1,1.0,False,2,1.83,5,4.0,False,2,False,False,6,4,False,False,False,N/A,1,1.0,2,2,0,0,0,0
sympy__sympy-19783,unresolved,under1h,66,100,9,83,31,1.3333333333333333,28,6.607142857142857,0.22,20,1,109,0:cd,16,0.14,early,7,1.17,True,3,1.8,6,4.0,True,0,False,True,51,11,False,True,False,"('localization',)",30,6.67,6,37,0,0,3,0
sympy__sympy-15875,unresolved,under15min,38,39,13,39,36,1.0263157894736843,2,3.0,0.05128205128205128,4,2,52,33:python,3,0.75,mixed,3,1.0,False,4,1.87,8,5.0,True,2,False,True,6,3,False,False,False,N/A,2,1.5,2,3,0,0,0,0
pydata__xarray-3151,resolved,under1h,25,34,5,23,17,1.24,8,6.25,0.14705882352941177,10,2,39,0:cd,4,0.43,early,8,1.07,True,3,2.5,3,1.67,True,0,False,False,9,4,False,False,False,"('localization',)",2,1.25,4,5,0,0,0,0
sphinx-doc__sphinx-7748,unresolved,under1h,19,26,2,17,12,1.263157894736842,6,3.6666666666666665,0.23076923076923078,9,2,28,0:cd,7,0.3,early,2,1.0,False,2,2.0,2,1.5,True,0,False,False,3,3,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-16450,resolved,under15min,32,38,4,36,19,1.1875,7,4.857142857142857,0.18421052631578946,16,2,42,7:python,6,0.21,early,5,1.14,True,2,2.0,4,3.0,True,0,False,False,13,6,False,False,False,"('localization',)",3,1.75,4,7,0,0,0,0
django__django-11815,resolved,under1h,14,17,0,8,7,1.2142857142857142,4,3.0,0.17647058823529413,4,2,17,1:cd,5,0.39,middle,4,1.0,False,1,1.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-11999,resolved,under1h,13,14,0,10,11,1.0769230769230769,2,6.5,0.14285714285714285,11,2,14,0:cd,3,0.4,middle,2,1.0,False,1,1.0,3,3.0,False,0,False,False,2,1,False,False,False,N/A,1,1.0,1,1,0,0,0,0
pytest-dev__pytest-5787,unresolved,under4h,29,37,1,20,13,1.2413793103448276,8,4.375,0.21621621621621623,8,2,38,1:cd,9,0.71,mixed,9,1.04,True,2,1.2,5,3.0,True,1,False,False,0,0,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-8548,unresolved,under4h,49,52,8,42,41,1.0612244897959184,4,2.75,0.038461538461538464,7,1,60,1:cd,2,0.42,early,6,1.05,True,3,1.75,6,3.67,True,0,False,False,18,6,True,False,True,"('validation',)",7,4.0,3,11,0,0,1,0
django__django-11133,resolved,under15min,42,62,8,47,18,1.3095238095238095,15,3.8,0.2903225806451613,11,1,70,0:cd,8,0.44,mixed,14,1.33,True,2,1.73,12,10.0,True,0,False,False,11,7,False,False,False,"('localization',)",1,1.0,4,4,0,0,0,0
django__django-12774,unresolved,under1h,17,22,0,14,9,1.2941176470588236,6,3.5,0.22727272727272727,8,2,22,0:cd,7,0.48,mixed,7,1.0,False,1,1.0,5,5.0,False,3,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-12973,resolved,under1h,14,17,5,13,9,1.2142857142857142,4,2.0,0.17647058823529413,2,2,22,4:cd,4,0.61,mixed,5,1.1,True,3,3.0,2,2.0,True,0,False,True,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-7454,unresolved,under15min,60,75,7,64,31,1.2166666666666666,38,13.657894736842104,0.18666666666666668,22,2,82,0:cd,6,0.36,mixed,14,1.17,True,3,1.56,12,7.0,True,0,False,True,27,9,True,True,True,"('localization',)",8,2.57,7,18,0,0,0,0
django__django-15252,unresolved,under1h,12,16,0,11,8,1.3333333333333333,5,2.4,0.25,4,2,16,5:cd,5,0.12,early,2,1.0,False,1,1.0,1,1.0,False,0,False,False,3,2,False,False,False,N/A,1,1.0,1,1,0,0,0,0
astropy__astropy-14598,unresolved,under1h,42,53,11,44,25,1.1666666666666667,8,6.25,0.1320754716981132,19,2,64,1:cd,9,0.41,early,7,1.0,False,3,2.12,8,3.67,True,0,False,False,13,7,False,True,False,"('localization',)",3,1.5,4,5,0,0,1,0
django__django-15851,resolved,under15min,26,32,0,15,21,1.1923076923076923,6,3.6666666666666665,0.15625,7,2,32,0:cd,5,0.09,early,1,1.0,False,1,1.0,2,2.0,False,1,False,False,4,4,True,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15930,unresolved,under15min,18,23,2,19,12,1.2222222222222223,5,2.4,0.21739130434782608,3,1,25,1:cd,5,0.42,middle,7,1.11,True,2,1.5,3,2.5,True,0,False,False,8,1,False,True,True,N/A,7,7.0,1,7,0,0,0,0
django__django-14608,unresolved,under15min,35,46,2,30,18,1.3142857142857143,12,3.5,0.2608695652173913,14,2,48,0:cd,13,0.51,early,8,1.0,False,2,1.15,13,7.5,True,2,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
matplotlib__matplotlib-22865,unresolved,under1h,18,22,3,15,13,1.1666666666666667,4,5.25,0.13636363636363635,8,3,25,0:cd,5,0.35,early,3,1.0,False,3,2.0,2,1.33,True,0,False,False,5,2,False,False,False,N/A,3,3.0,1,3,0,0,0,0
django__django-14500,unresolved,under1h,13,18,1,11,7,1.3076923076923077,5,3.2,0.2222222222222222,5,2,19,1:cd,6,0.42,mixed,6,1.0,False,2,2.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-13142,resolved,under15min,14,13,0,13,13,0.9285714285714286,0,0.0,0.0,0,0,13,0:cd,1,0.57,middle,3,1.0,False,1,1.0,6,6.0,True,0,False,False,4,1,False,False,True,"('localization',)",3,3.0,1,3,0,0,0,0
scikit-learn__scikit-learn-14496,resolved,under15min,14,15,1,10,10,1.0714285714285714,2,2.5,0.13333333333333333,3,2,16,6:cd,3,0.19,early,2,1.0,False,2,2.0,1,1.0,True,0,False,False,3,2,False,False,False,"('localization',)",1,1.0,1,0,0,1,0,0
scikit-learn__scikit-learn-14087,unresolved,under1h,26,36,6,30,16,1.2692307692307692,9,5.444444444444445,0.2222222222222222,9,2,42,1:cd,7,0.22,early,3,1.14,True,3,3.0,3,2.0,True,0,False,True,13,2,False,True,False,N/A,7,5.5,2,11,0,0,0,0
django__django-15103,resolved,under1h,22,29,2,21,11,1.2727272727272727,7,3.857142857142857,0.27586206896551724,9,2,31,0:cd,7,0.37,early,5,1.1,True,2,1.5,5,4.0,True,0,False,True,6,2,False,False,False,"('localization',)",4,4.0,1,4,0,0,0,0
django__django-14238,resolved,under1h,8,7,2,6,7,0.875,0,0.0,0.0,0,0,9,0:cd,1,0.75,middle,1,1.0,False,3,3.0,1,1.0,True,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-23950,resolved,under1h,7,10,0,7,5,1.2857142857142858,3,3.0,0.3,4,2,10,0:cd,4,0.36,early,2,1.0,False,1,1.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-13878,unresolved,over4h,38,47,1,40,27,1.236842105263158,12,5.416666666666667,0.1702127659574468,15,2,48,22:cd,6,0.17,mixed,6,1.33,True,2,2.0,3,2.0,False,0,False,True,28,19,True,True,False,"('localization',)",2,1.29,7,8,0,1,0,0
sphinx-doc__sphinx-9673,resolved,under1h,13,14,0,9,10,1.0,1,4.0,0.07142857142857142,4,4,14,7:cd,2,0.27,early,2,1.0,False,1,1.0,2,2.0,False,1,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16569,resolved,under15min,15,22,0,12,7,1.4666666666666666,8,2.625,0.36363636363636365,6,2,22,0:cd,9,0.09,early,2,1.0,False,1,1.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-25102,unresolved,under4h,39,48,5,42,24,1.1282051282051282,6,7.5,0.125,15,2,53,0:cd,6,0.47,mixed,8,1.0,False,3,1.29,14,6.0,True,0,False,True,14,8,False,True,False,"('localization',)",2,1.5,4,6,0,0,0,0
sympy__sympy-21847,resolved,under15min,6,7,0,5,4,1.1666666666666667,2,3.0,0.2857142857142857,4,2,7,0:cd,3,0.25,early,1,1.0,False,1,1.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15277,resolved,under15min,34,51,2,39,13,1.2647058823529411,14,5.857142857142857,0.21568627450980393,8,3,53,6:cd,8,0.23,early,5,1.2,True,3,1.4,5,2.33,True,0,False,False,13,10,True,False,False,"('localization',)",1,1.0,3,3,0,0,0,0
pylint-dev__pylint-8898,unresolved,under4h,18,25,0,13,13,1.2222222222222223,5,4.2,0.16,10,2,25,0:cd,6,0.23,early,1,1.0,False,1,1.0,1,1.0,False,0,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
psf__requests-2317,unresolved,under15min,32,39,3,38,20,1.21875,8,4.375,0.20512820512820512,11,2,42,19:python,5,0.2,early,4,1.0,False,3,1.75,4,2.33,True,0,False,True,17,10,False,False,False,"('localization',)",3,1.4,5,6,0,1,0,0
matplotlib__matplotlib-23412,resolved,under1h,15,15,0,9,14,1.0,1,11.0,0.06666666666666667,11,11,15,0:cd,2,0.31,early,2,1.0,False,1,1.0,3,3.0,True,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-16792,unresolved,under1h,39,55,2,36,21,1.2820512820512822,22,7.590909090909091,0.21818181818181817,16,1,57,13:cd,6,0.32,early,8,1.0,False,2,1.14,8,4.5,True,0,False,False,13,3,False,True,False,"('localization',)",8,5.0,2,10,0,0,0,0
sympy__sympy-12481,resolved,under15min,21,28,0,18,13,1.2857142857142858,8,3.875,0.21428571428571427,9,2,28,0:cd,7,0.21,early,3,1.0,False,1,1.0,3,3.0,True,0,False,False,2,1,False,False,False,N/A,1,1.0,1,1,0,0,0,0
sympy__sympy-12096,unresolved,under15min,31,40,8,39,14,1.2903225806451613,11,3.5454545454545454,0.225,6,1,48,9:python,8,0.24,early,6,1.11,True,4,3.0,4,1.75,True,0,False,True,19,9,False,True,False,"('localization',)",7,2.5,4,9,0,0,1,0
sympy__sympy-24066,unresolved,under1h,19,26,2,20,11,1.263157894736842,6,4.166666666666667,0.19230769230769232,8,2,28,0:cd,7,0.22,early,5,1.0,False,2,2.0,2,1.5,False,0,False,False,8,4,False,False,False,"('localization',)",2,1.33,3,4,0,0,0,0
django__django-13794,unresolved,under15min,13,16,0,13,10,1.2307692307692308,5,5.6,0.25,10,2,16,0:cd,4,0.47,middle,2,1.0,False,1,1.0,4,4.0,True,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16901,resolved,under1h,15,23,0,11,7,1.4,7,2.7142857142857144,0.2608695652173913,4,2,23,0:cd,8,0.17,early,3,1.33,True,1,1.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
pydata__xarray-4094,unresolved,under15min,10,11,1,9,7,1.1,2,4.0,0.18181818181818182,5,3,12,0:cd,3,0.58,mixed,4,1.0,False,2,1.33,3,2.0,True,0,False,True,2,1,False,False,False,"('localization',)",1,1.0,1,1,0,0,0,0
matplotlib__matplotlib-23299,unresolved,under1h,61,70,6,61,46,1.1147540983606556,10,13.9,0.08571428571428572,27,2,76,0:cd,4,0.37,early,8,1.08,True,3,1.54,8,5.0,True,0,False,True,31,4,False,True,True,"('localization',)",15,6.75,4,25,0,0,2,0
scikit-learn__scikit-learn-10908,unresolved,under1h,20,25,1,22,17,1.15,4,5.5,0.2,12,1,26,0:cd,4,0.46,early,5,1.0,False,2,1.12,8,4.5,True,0,False,False,9,1,False,True,False,N/A,8,8.0,1,8,0,0,0,0
django__django-16485,resolved,under1h,9,11,0,7,4,1.2222222222222223,3,3.0,0.2727272727272727,3,3,11,0:cd,4,0.25,early,2,1.0,False,1,1.0,1,1.0,False,0,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
astropy__astropy-7336,resolved,under15min,14,17,0,11,10,1.1428571428571428,3,3.0,0.17647058823529413,4,2,17,1:cd,4,0.11,early,2,1.0,False,1,1.0,1,1.0,False,0,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-13033,unresolved,under1h,36,55,0,37,11,1.3611111111111112,14,3.7142857142857144,0.23636363636363636,7,2,55,1:cd,15,0.34,early,11,1.06,True,1,1.0,10,10.0,True,0,False,False,7,2,False,False,True,"('localization',)",3,1.67,3,5,0,0,0,0
sphinx-doc__sphinx-9602,unresolved,under1h,7,7,0,5,6,1.0,1,2.0,0.0,2,2,7,0:cd,2,0.5,middle,2,1.0,False,1,1.0,1,1.0,False,0,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
astropy__astropy-14096,unresolved,under1h,35,41,1,41,18,1.1714285714285715,8,4.25,0.17073170731707318,6,2,42,9:python,6,0.19,early,3,1.14,True,2,1.25,4,2.5,True,0,False,True,22,12,False,False,False,N/A,3,1.43,7,10,0,0,0,0
django__django-13109,resolved,under15min,8,11,0,7,4,1.375,4,2.5,0.36363636363636365,4,2,11,0:cd,5,0.33,early,3,1.0,False,1,1.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-14580,resolved,under15min,31,31,3,22,29,1.0,1,2.0,0.03225806451612903,2,2,34,9:str_replace_editor: view,2,0.5,early,4,1.07,True,3,1.29,7,3.0,True,2,False,False,2,1,False,False,False,"('localization',)",1,1.0,1,1,0,0,0,0
pydata__xarray-3095,unresolved,under1h,25,35,4,31,17,1.32,14,7.071428571428571,0.22857142857142856,15,2,39,0:cd,5,0.31,early,5,1.38,True,3,2.5,4,2.67,True,0,False,True,14,3,False,True,True,N/A,10,5.5,2,11,0,0,0,0
django__django-14315,unresolved,under15min,17,30,1,12,9,1.2941176470588236,6,3.5,0.2,5,2,31,0:cd,8,0.42,mixed,7,1.3,True,2,1.5,2,1.5,False,1,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
matplotlib__matplotlib-24627,resolved,under1h,27,27,1,26,26,1.0,1,4.0,0.037037037037037035,4,4,28,0:think,2,0.86,mixed,2,1.0,False,2,1.05,20,10.5,True,1,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15315,resolved,under15min,19,22,0,20,14,1.0526315789473684,2,6.5,0.09090909090909091,7,6,22,8:set_env,3,0.22,early,1,1.0,False,1,1.0,3,3.0,False,0,False,False,2,1,False,False,False,N/A,1,1.0,1,1,0,0,0,0
django__django-13158,unresolved,under1h,16,23,3,15,9,1.3125,6,3.5,0.21739130434782608,9,2,26,1:cd,7,0.46,middle,4,1.22,True,2,2.0,3,2.0,False,0,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-13439,resolved,under15min,12,16,0,9,7,1.25,4,2.75,0.1875,4,2,16,1:cd,5,0.24,early,3,1.33,True,1,1.0,1,1.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-19495,unresolved,under15min,54,67,6,64,21,1.2407407407407407,17,7.0,0.208955223880597,15,2,73,8:python,10,0.19,mixed,8,1.3,True,3,1.83,4,3.0,True,0,False,True,30,7,False,False,True,"('localization',)",10,3.83,6,22,0,0,1,0
pydata__xarray-3677,resolved,under1h,16,17,2,16,15,1.0,1,5.0,0.058823529411764705,5,5,19,11:cd,2,0.56,early,2,1.0,False,2,1.29,6,4.0,True,1,False,True,3,2,False,False,False,"('localization',)",1,1.0,1,1,0,0,0,0
astropy__astropy-14182,unresolved,under1h,34,48,6,41,21,1.2647058823529411,12,6.333333333333333,0.1875,13,2,54,0:cd,7,0.29,mixed,11,1.27,True,4,2.6,4,2.75,True,1,False,True,18,7,False,True,False,"('localization',)",6,2.75,4,11,0,0,0,0
django__django-15916,unresolved,under1h,21,30,1,22,15,1.2380952380952381,9,4.888888888888889,0.2,9,2,31,7:cd,5,0.13,early,2,1.0,False,2,2.0,1,1.0,True,0,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-15017,resolved,under15min,31,50,0,36,13,1.3225806451612903,12,5.083333333333333,0.2,10,2,50,5:cd,11,0.12,early,3,1.0,False,1,1.0,3,3.0,False,1,False,False,9,8,False,False,False,N/A,1,1.0,1,0,0,1,0,0
django__django-13346,resolved,under1h,16,22,2,13,7,1.375,7,2.857142857142857,0.2727272727272727,5,2,24,0:cd,8,0.26,early,3,1.0,False,2,2.0,2,1.5,False,0,False,False,2,1,False,False,False,"('localization',)",1,1.0,1,1,0,0,0,0
django__django-16950,unresolved,under1h,22,29,1,24,20,1.2272727272727273,6,5.0,0.1724137931034483,18,1,30,4:cd,4,0.5,middle,5,1.07,True,2,1.17,6,3.5,True,1,False,True,4,2,False,False,False,"('localization',)",2,2.0,1,2,0,0,0,0
scikit-learn__scikit-learn-25973,unresolved,under15min,11,15,0,12,7,1.1818181818181819,3,4.333333333333333,0.2,5,4,15,1:cd,4,0.12,early,1,1.0,False,1,1.0,1,1.0,False,0,False,False,5,4,False,False,False,N/A,1,1.0,1,1,0,0,0,0
django__django-13741,resolved,under15min,16,29,2,24,8,1.5,9,2.888888888888889,0.41379310344827586,6,1,31,0:think,13,0.27,middle,6,1.0,False,2,2.0,2,1.5,False,0,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
astropy__astropy-14539,resolved,under1h,14,19,1,13,11,1.2142857142857142,4,4.25,0.10526315789473684,10,2,20,0:cd,5,0.3,early,3,1.0,False,2,2.0,1,1.0,True,0,False,True,5,4,False,False,False,"('localization',)",1,1.0,1,1,0,0,0,0
django__django-16315,unresolved,under1h,16,21,0,16,7,1.3125,6,2.8333333333333335,0.23809523809523808,4,2,21,1:cd,6,0.5,mixed,7,1.1,True,1,1.0,5,5.0,True,1,False,False,4,3,False,False,False,"('localization',)",1,1.0,1,1,0,0,0,0
sympy__sympy-20916,unresolved,under15min,19,21,1,18,12,1.105263157894737,3,5.0,0.09523809523809523,8,2,22,5:cd,4,0.73,mixed,4,1.0,False,2,1.14,7,4.0,True,2,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15572,resolved,under15min,15,19,0,9,9,1.2666666666666666,5,3.0,0.2631578947368421,6,2,19,0:cd,6,0.25,early,2,1.0,False,1,1.0,1,1.0,False,0,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-8265,unresolved,under1h,19,25,2,18,9,1.3157894736842106,7,2.7142857142857144,0.24,4,2,27,0:cd,8,0.58,mixed,9,1.0,False,2,1.4,5,3.5,True,1,False,True,3,1,False,False,False,"('localization',)",2,2.0,1,2,0,0,0,0
sympy__sympy-15599,unresolved,under1h,8,10,0,8,6,1.125,2,4.0,0.2,5,3,10,0:cd,3,0.27,early,1,1.0,False,1,1.0,1,1.0,False,1,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-8721,resolved,under15min,11,12,2,7,9,1.0909090909090908,2,4.0,0.16666666666666666,6,2,14,0:cd,3,0.31,early,1,1.0,False,2,2.0,2,1.5,False,0,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-11618,resolved,under1h,11,14,0,10,7,1.2727272727272727,4,3.25,0.21428571428571427,6,2,14,0:cd,5,0.33,middle,3,1.0,False,1,1.0,2,2.0,False,0,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-12858,resolved,under1h,17,25,3,16,8,1.411764705882353,8,3.0,0.28,6,2,28,0:cd,8,0.42,early,6,1.1,True,2,2.0,3,2.5,True,0,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
pytest-dev__pytest-10051,unresolved,under1h,13,14,3,11,11,1.0769230769230769,2,6.5,0.14285714285714285,8,5,17,0:cd,3,0.8,mixed,3,1.0,False,2,2.0,3,3.0,True,0,False,True,0,0,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-11400,unresolved,under4h,15,19,5,13,10,1.2666666666666666,5,3.6,0.2631578947368421,6,2,24,0:cd,6,0.4,early,2,1.0,False,3,3.0,2,1.67,True,0,False,True,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
pydata__xarray-3305,resolved,under1h,18,20,3,19,17,1.1111111111111112,3,6.333333333333333,0.15,17,1,23,0:cd,2,0.57,early,1,1.09,True,3,1.4,5,2.33,True,0,False,True,6,3,False,True,False,N/A,2,1.5,2,3,0,0,0,0
