instance,resolution,debug_difficulty,node_count,exec_edge_count,hier_edge_count,step_count,longest_path,avg_out_degree,loop_count,avg_loop_length,backedge_fraction,max_loop_length,min_loop_length,edge_count,most_freq_node,most_freq_node_freq,loc_focus_ratio,loc_dominant_zone,loc_num_clusters,loc_avg_node_freq,repeated_view,max_view_depth,avg_view_depth,max_view_span,avg_view_span,scroll_behavior,num_deep_zooms_without_edit,back_and_forth_switch,zoom_out,patch_total,patch_success,flip_flop,repeat_failed_edit,abandonment,fail_to_success_patterns,fail_streak_max,fail_streak_avg,fail_streak_count,fail_type_not found,fail_type_no change,fail_type_multiple occurrences,fail_type_unknown,fail_type_invalid code
pytest-dev__pytest-7236,resolved,under1h,79,166,12,100,10,1.759493670886076,68,2.8970588235294117,0.4397590361445783,7,2,178,4:cd,64,0.36,mixed,42,1.18,True,5,3.62,5,2.6,True,4,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-16450,resolved,under15min,50,88,8,54,7,1.64,33,2.5757575757575757,0.38636363636363635,5,2,96,3:cd,35,0.27,early,16,1.0,False,3,2.29,6,3.0,True,3,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-11815,resolved,under1h,66,112,18,75,13,1.5909090909090908,102,5.098039215686274,0.33035714285714285,9,2,130,4:cd,22,0.34,early,19,1.12,True,4,2.77,11,5.0,True,4,False,True,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-11999,resolved,under1h,81,143,24,96,12,1.4938271604938271,42,3.3095238095238093,0.32867132867132864,8,2,167,3:cd,47,0.19,early,17,1.0,False,5,2.6,7,2.8,True,2,False,False,6,6,True,False,False,N/A,0,0.0,0,0,0,0,0,0
pytest-dev__pytest-5787,unresolved,under4h,77,135,0,87,11,1.5584415584415585,44,2.772727272727273,0.34814814814814815,8,2,135,4:cd,49,0.61,mixed,49,1.15,True,1,1.0,3,3.0,False,0,False,False,0,0,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-8548,unresolved,under4h,62,119,0,73,13,1.6612903225806452,50,3.6,0.36134453781512604,9,2,119,2:cd,41,0.18,early,19,1.0,False,1,1.0,3,3.0,False,4,False,False,16,16,True,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-11133,resolved,under15min,52,88,12,56,15,1.5384615384615385,42,4.5,0.32954545454545453,9,2,100,3:cd,17,0.35,early,17,1.0,False,4,3.0,6,3.5,True,4,False,False,3,3,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-12774,resolved,under1h,47,80,15,52,12,1.6170212765957446,64,4.625,0.3375,8,2,95,3:cd,19,0.44,middle,24,1.03,True,3,2.5,7,4.33,True,6,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-12973,resolved,under1h,53,81,24,57,25,1.3584905660377358,21,4.142857142857143,0.2716049382716049,21,2,105,2:cd,21,0.26,early,10,1.0,False,5,3.5,4,2.4,True,2,False,True,4,4,True,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-7454,unresolved,under15min,92,148,28,100,13,1.4782608695652173,46,3.260869565217391,0.32432432432432434,8,2,176,3:cd,49,0.44,early,33,1.02,True,4,2.43,19,7.25,True,5,False,True,9,9,True,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15252,unresolved,under1h,53,81,21,60,30,1.4150943396226414,30,6.066666666666666,0.24691358024691357,24,2,102,3:cd,20,0.45,early,12,1.03,True,4,2.83,9,4.75,True,6,False,False,3,2,False,False,False,N/A,1,1.0,1,0,0,0,1,0
astropy__astropy-14598,unresolved,under1h,75,142,11,83,10,1.68,64,3.09375,0.39436619718309857,6,2,153,3:cd,51,0.23,early,19,1.1,True,5,3.7,6,2.8,True,2,False,True,3,3,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15851,resolved,under15min,35,60,7,38,8,1.6,22,2.6818181818181817,0.36666666666666664,5,2,67,3:cd,23,0.31,early,12,1.06,True,2,2.0,5,2.33,False,4,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15930,resolved,under15min,68,101,26,70,13,1.4705882352941178,54,4.685185185185185,0.2871287128712871,9,2,127,3:cd,25,0.49,mixed,24,1.0,False,5,2.72,15,5.4,True,8,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-14608,resolved,under15min,64,106,19,68,11,1.484375,33,3.3636363636363638,0.32075471698113206,7,2,125,3:cd,34,0.33,early,18,1.03,True,5,3.5,9,4.0,True,3,False,False,7,7,False,False,False,N/A,0,0.0,0,0,0,0,0,0
matplotlib__matplotlib-22865,resolved,under1h,76,134,16,93,15,1.5394736842105263,47,4.0212765957446805,0.30597014925373134,10,2,150,3:cd,37,0.27,early,22,1.06,True,4,2.64,11,4.75,True,1,False,False,10,10,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-14500,resolved,under1h,53,88,13,64,28,1.490566037735849,48,8.270833333333334,0.2727272727272727,22,2,101,4:cd,12,0.47,early,13,1.24,True,4,3.08,9,4.25,True,6,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-13142,resolved,under15min,48,71,16,49,10,1.4583333333333333,23,3.1739130434782608,0.323943661971831,6,2,87,2:cd,23,0.4,early,13,1.0,False,5,4.0,11,3.4,True,2,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-14496,resolved,under15min,50,59,16,52,42,1.16,11,8.181818181818182,0.13559322033898305,23,2,75,2:cd,8,0.62,mixed,7,1.0,False,4,3.09,11,4.0,True,1,False,False,4,4,True,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-17318,unresolved,under1h,69,119,14,75,9,1.5797101449275361,44,3.0681818181818183,0.36134453781512604,6,2,133,3:cd,43,0.33,early,25,1.03,True,4,2.29,7,3.0,True,3,False,False,5,5,True,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-14087,resolved,under1h,76,147,30,100,11,1.631578947368421,56,3.5535714285714284,0.3333333333333333,7,2,177,3:cd,47,0.28,early,30,1.08,True,6,3.85,11,4.33,True,1,False,True,18,17,False,False,False,"('localization', 'validation')",1,1.0,1,0,0,0,1,0
django__django-15103,resolved,under1h,44,70,9,46,11,1.5454545454545454,25,2.96,0.34285714285714286,8,2,79,3:cd,25,0.34,early,15,1.0,False,4,2.5,6,2.5,True,3,False,True,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-14238,resolved,under1h,42,68,12,47,17,1.4761904761904763,34,4.970588235294118,0.3235294117647059,9,2,80,3:cd,12,0.32,early,13,1.0,False,4,3.0,6,3.0,True,2,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-23950,resolved,under1h,55,101,8,62,8,1.6727272727272726,40,2.7,0.39603960396039606,5,2,109,3:cd,40,0.31,early,23,1.1,True,4,2.4,6,2.25,True,2,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-13878,resolved,over4h,89,142,21,94,9,1.5617977528089888,55,3.1272727272727274,0.3380281690140845,6,2,163,3:cd,49,0.3,early,28,1.02,True,5,3.94,18,4.6,True,2,False,True,14,14,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-9673,resolved,under1h,55,96,13,61,10,1.6181818181818182,36,2.9722222222222223,0.34375,6,2,109,3:cd,34,0.42,mixed,25,1.05,True,4,2.78,6,3.5,True,6,False,True,3,3,True,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16569,resolved,under15min,36,71,9,40,12,1.6388888888888888,33,4.363636363636363,0.3380281690140845,9,2,80,3:cd,20,0.29,early,14,1.05,True,4,3.0,3,2.5,True,2,False,True,3,3,True,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-25102,resolved,under4h,86,137,21,100,16,1.4186046511627908,40,4.175,0.2846715328467153,11,2,158,3:cd,37,0.27,early,17,1.0,False,3,2.32,15,7.33,True,7,False,False,15,14,False,False,False,N/A,1,1.0,1,0,0,0,1,0
sympy__sympy-21847,resolved,under15min,39,70,5,43,9,1.6923076923076923,32,2.9375,0.38571428571428573,7,2,75,3:cd,28,0.31,early,17,1.0,False,3,2.5,3,2.0,False,2,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15277,resolved,under15min,40,62,10,40,10,1.525,24,3.4166666666666665,0.3387096774193548,8,2,72,3:cd,16,0.43,mixed,17,1.0,False,4,3.29,7,2.75,True,3,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
pylint-dev__pylint-8898,unresolved,under4h,66,114,10,71,7,1.6515151515151516,45,2.6666666666666665,0.39473684210526316,5,2,124,2:cd,44,0.3,early,27,1.03,True,2,2.0,7,4.0,False,7,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
psf__requests-2317,resolved,under15min,55,89,16,58,11,1.5818181818181818,35,3.0,0.3595505617977528,7,2,105,4:cd,32,0.43,mixed,23,1.03,True,5,3.17,12,3.2,True,4,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
matplotlib__matplotlib-23412,resolved,under1h,55,89,10,55,10,1.6,50,3.96,0.3595505617977528,7,2,99,3:cd,26,0.37,early,23,1.0,False,4,3.33,5,2.75,True,2,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-16792,resolved,under1h,88,147,40,100,20,1.5227272727272727,53,4.245283018867925,0.32653061224489793,13,2,187,3:cd,44,0.38,early,37,1.12,True,5,3.58,14,6.6,True,2,False,True,25,17,True,True,False,"('localization',)",3,1.6,5,1,0,7,0,0
sympy__sympy-12481,resolved,under15min,45,76,12,50,8,1.5777777777777777,31,3.225806451612903,0.35526315789473684,6,2,88,3:cd,27,0.31,early,15,1.0,False,4,2.43,6,2.5,True,2,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-12096,resolved,under15min,46,73,14,47,9,1.565217391304348,27,2.740740740740741,0.3561643835616438,6,2,87,3:cd,27,0.39,early,18,1.0,False,4,3.29,8,3.25,True,2,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-24066,resolved,under1h,74,140,7,82,7,1.7432432432432432,58,2.5172413793103448,0.42142857142857143,5,2,147,3:cd,59,0.28,early,31,1.03,True,4,2.6,4,2.25,True,3,False,False,6,6,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-13794,unresolved,under15min,43,74,12,48,9,1.558139534883721,25,2.84,0.35135135135135137,6,2,86,3:cd,27,0.44,mixed,21,1.03,True,4,2.67,7,3.25,True,4,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16901,resolved,under1h,50,83,11,52,10,1.6,35,3.257142857142857,0.3493975903614458,7,2,94,3:cd,23,0.39,early,22,1.0,False,3,2.3,8,4.0,False,8,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
pydata__xarray-4094,resolved,under15min,49,97,6,60,8,1.6938775510204083,37,2.7837837837837838,0.3917525773195876,5,2,103,3:cd,38,0.22,early,14,1.0,False,3,2.5,4,2.33,True,2,False,False,3,3,False,False,False,N/A,0,0.0,0,0,0,0,0,0
matplotlib__matplotlib-23299,unresolved,under1h,93,142,29,100,16,1.4838709677419355,48,3.3541666666666665,0.323943661971831,10,1,171,3:cd,43,0.55,mixed,45,1.04,True,4,2.11,19,6.25,True,5,False,False,8,3,True,True,False,N/A,5,5.0,1,0,0,0,5,0
scikit-learn__scikit-learn-10908,resolved,under1h,47,76,13,49,9,1.574468085106383,28,2.75,0.34210526315789475,6,2,89,3:cd,28,0.34,early,15,1.0,False,3,2.25,8,3.67,True,2,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16485,resolved,under1h,34,55,7,36,11,1.588235294117647,35,4.628571428571429,0.34545454545454546,9,2,62,3:cd,14,0.36,early,13,1.05,True,4,3.33,5,2.25,True,2,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
astropy__astropy-7336,resolved,under15min,39,65,9,42,7,1.6153846153846154,27,2.925925925925926,0.38461538461538464,5,2,74,3:cd,24,0.35,early,13,1.0,False,3,2.4,6,3.0,False,4,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-13033,resolved,under1h,62,109,15,70,8,1.6451612903225807,43,2.9069767441860463,0.3577981651376147,6,2,124,3:cd,40,0.42,middle,30,1.05,True,5,2.82,7,3.0,True,4,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-9602,unresolved,under1h,95,147,33,100,13,1.4736842105263157,46,3.108695652173913,0.3197278911564626,7,2,180,4:cd,47,0.41,early,34,1.0,False,6,3.89,10,4.67,True,6,False,True,12,11,False,False,False,"('validation',)",1,1.0,1,0,0,0,1,0
astropy__astropy-14096,resolved,under1h,44,75,9,49,7,1.5454545454545454,25,2.88,0.3466666666666667,5,2,84,3:cd,27,0.32,early,14,1.0,False,4,3.0,6,2.5,True,2,False,False,3,3,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-13109,resolved,under15min,51,82,16,54,10,1.5490196078431373,31,3.3225806451612905,0.3170731707317073,7,2,98,3:cd,22,0.47,mixed,22,1.05,True,4,3.3,6,4.25,True,6,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-14580,resolved,under15min,41,68,9,44,8,1.5853658536585367,27,2.888888888888889,0.35294117647058826,5,2,77,3:cd,25,0.36,early,16,1.0,False,4,3.2,4,2.5,True,4,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
pydata__xarray-3095,resolved,under1h,50,81,14,53,13,1.56,30,3.0,0.35802469135802467,9,2,95,4:cd,29,0.43,middle,20,1.0,False,5,4.0,10,3.0,True,3,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-14315,unresolved,under15min,77,113,17,79,28,1.4155844155844155,83,6.626506024096385,0.2743362831858407,17,2,130,3:cd,20,0.29,early,13,1.0,False,3,2.45,7,5.0,True,6,False,False,5,5,True,False,False,N/A,0,0.0,0,0,0,0,0,0
matplotlib__matplotlib-24627,resolved,under1h,84,147,21,100,15,1.5119047619047619,46,3.391304347826087,0.32653061224489793,9,2,168,3:cd,48,0.32,early,33,1.0,False,3,2.0,16,7.67,True,3,False,True,13,11,False,False,False,"('localization',)",1,1.0,2,1,0,1,0,0
django__django-15315,resolved,under15min,50,80,11,53,13,1.54,42,4.5476190476190474,0.3125,10,2,91,3:cd,19,0.28,early,14,1.0,False,3,2.57,5,3.33,True,3,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-13158,resolved,under1h,63,110,18,71,9,1.6349206349206349,47,3.148936170212766,0.35454545454545455,7,2,128,3:cd,40,0.45,mixed,32,1.02,True,3,2.43,12,6.33,True,4,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-13439,resolved,under15min,42,59,10,43,26,1.380952380952381,23,6.869565217391305,0.2711864406779661,23,2,69,2:cd,14,0.33,early,4,1.0,False,4,3.0,6,2.5,True,3,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sphinx-doc__sphinx-7590,unresolved,over4h,47,76,16,54,16,1.446808510638298,23,3.9130434782608696,0.3026315789473684,14,2,92,3:cd,23,0.4,early,17,1.07,True,3,2.21,13,5.67,True,2,False,False,5,5,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-19495,resolved,under15min,59,108,12,69,10,1.694915254237288,58,3.4655172413793105,0.39814814814814814,6,2,120,3:cd,40,0.17,early,13,1.0,False,4,3.0,3,2.0,False,3,False,False,4,4,True,False,False,N/A,0,0.0,0,0,0,0,0,0
pydata__xarray-3677,resolved,under1h,49,72,18,51,12,1.4489795918367347,24,3.4166666666666665,0.3055555555555556,7,2,90,3:cd,22,0.47,mixed,18,1.0,False,3,2.27,14,6.33,True,1,False,True,4,4,False,False,False,N/A,0,0.0,0,0,0,0,0,0
astropy__astropy-14182,unresolved,under1h,54,95,13,61,10,1.5740740740740742,32,2.8125,0.37894736842105264,6,2,108,3:cd,35,0.24,early,11,1.0,False,5,3.12,6,2.6,True,5,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15916,resolved,under1h,74,129,24,87,15,1.5945945945945945,48,3.3541666666666665,0.3333333333333333,11,2,153,3:cd,43,0.37,early,29,1.14,True,4,2.67,8,4.5,True,1,False,False,5,4,False,False,False,N/A,1,1.0,1,0,0,0,1,0
sympy__sympy-15017,resolved,under15min,58,87,15,59,17,1.4827586206896552,29,3.0344827586206895,0.3103448275862069,14,2,102,3:cd,29,0.28,early,15,1.0,False,5,3.44,7,3.0,True,3,False,False,6,4,False,False,False,"('localization',)",2,2.0,1,0,0,2,0,0
django__django-13346,resolved,under1h,92,152,28,100,23,1.5,124,6.064516129032258,0.29605263157894735,14,2,180,11:cd,28,0.36,early,34,1.04,True,4,3.33,9,5.25,True,5,False,False,12,12,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16950,unresolved,under1h,64,105,16,69,10,1.546875,38,3.289473684210526,0.3333333333333333,7,2,121,3:cd,30,0.46,mixed,29,1.07,True,3,2.43,10,5.67,True,7,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
scikit-learn__scikit-learn-25973,resolved,under15min,64,91,37,67,16,1.375,25,3.68,0.27472527472527475,11,2,128,3:cd,25,0.47,mixed,18,1.02,True,5,3.07,14,6.0,True,3,False,False,6,6,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16256,unresolved,under1h,82,135,21,93,14,1.524390243902439,57,4.456140350877193,0.3111111111111111,8,2,156,3:cd,34,0.5,mixed,38,1.15,True,4,2.92,10,5.25,True,4,False,False,4,3,False,False,False,N/A,1,1.0,1,0,0,0,1,0
django__django-13741,resolved,under15min,59,104,12,64,13,1.6779661016949152,46,3.0869565217391304,0.3557692307692308,9,2,116,3:cd,27,0.41,mixed,28,1.07,True,3,2.6,6,4.33,True,5,False,False,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
astropy__astropy-14539,resolved,under1h,37,62,9,41,9,1.5675675675675675,23,3.0434782608695654,0.3709677419354839,6,2,71,3:cd,22,0.44,middle,17,1.04,True,4,3.12,4,2.75,True,3,False,True,1,1,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-16315,resolved,under1h,90,140,30,100,25,1.4222222222222223,61,5.770491803278689,0.2714285714285714,17,2,170,3:cd,27,0.4,early,24,1.04,True,4,2.62,14,6.5,True,6,False,False,7,7,False,False,False,N/A,0,0.0,0,0,0,0,0,0
sympy__sympy-20916,unresolved,under15min,66,116,12,73,8,1.7121212121212122,61,3.1475409836065573,0.39655172413793105,6,2,128,3:cd,44,0.3,early,24,1.06,True,6,4.17,4,2.0,True,2,False,False,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
django__django-15572,resolved,under15min,47,84,7,54,13,1.5319148936170213,36,4.25,0.30952380952380953,8,2,91,16:cd,17,0.36,mixed,17,1.11,True,4,2.4,7,2.5,True,3,False,True,2,2,False,False,False,N/A,0,0.0,0,0,0,0,0,0
